고용인원,투자유치횟수,서비스/제품 수,연간 퇴사율,공동 창업자 수,총 투자자 수,특허기술 평균등급,최종투자단계,투자점수,자본금(만원),누적투자유치금액(만원),연매출(만원),매출액_2020(만원),매출액_2021(만원),영업이익_2020(만원),영업이익_2021(만원),순이익_2020(만원),순이익_2021(만원),자산_2020(만원),자산_2021(만원),자본_2020(만원),자본_2021(만원),2022기준 시장규모(만원),최근투자유치(만원),년차,자본잠식률,주소 점수
27,6,2,46,1,14,2.0,series B,97,9935,700000,16000,13000,29000,-63000,-146000,-59000,-142000,77000,520000,39000,446000,16111000,550000,11,-4389.18,8
74,5,1,58,1,16,2.6,series B,35,441000,3270000,218000,20000,81000,-247000,-482000,-247000,-2409000,652000,2220000,612000,-1386000,1250000000,1800000,6,414.29,8
56,3,1,43,1,6,0.0,series B,69,48000,1250000,671000,325000,671000,-523000,-606000,-421000,-610000,1219000,1388000,863000,730000,6570000000,1000000,7,-1420.83,12
13,1,1,43,1,1,4.0,series B,1,554000,400000,149000,192000,98000,3860,-43000,-4312,-44000,656000,830000,625000,809000,17950000000,400000,8,-46.03,8
49,3,1,9,1,6,3.3,series B,53,922000,1850000,368000,299000,494000,-50000,-32000,-55000,-67000,346000,300000,102000,35000,5230000000,1170000,10,96.2,12
31,2,0,7,1,10,3.8,series B,114,374000,1600000,544000,237000,440000,3110,46000,5054,50000,281000,943000,120000,480000,77820000000,1200000,15,-28.34,12
60,5,0,10,1,9,3.7,series B,91,72000,1520000,754000,55000,100000,-97000,-235000,-98000,-239000,389000,818000,106000,567000,77820000000,1250000,9,-687.5,5
104,4,1,35,1,10,2.2,series B,102,9549,900000,839000,494000,813000,23000,114000,22000,108000,354000,843000,177000,591000,99530000000,600000,10,-6089.13,12
28,4,1,16,1,7,0.0,series B,64,85000,1050000,35000,27000,110000,-150000,-141000,-150000,-134000,629000,504000,541000,407000,20770000000,500000,4,-378.82,10
102,3,1,47,1,10,0.0,series B,274,109000,950000,2124000,742000,1255000,-82000,-152000,-83000,-161000,550000,1553000,243000,956000,86750000000,950000,5,-777.06,7
27,2,2,154,1,5,3.6,series B,34,28000,310000,217000,184000,203000,15000,11000,13000,10000,107000,105000,52000,63000,106980000000,200000,12,-125.0,8
51,2,1,51,1,9,0.0,series B,85,22000,3950000,1662000,64000,1071000,-56000,-51000,-188000,-434000,1480000,3920000,1242000,2822000,1864000000,2500000,4,-12727.27,12
34,1,1,17,1,9,0.0,series B,37,55000,3140000,69000,554,4272,-248000,-411000,-241000,-403000,672000,3673000,39000,55000,630000000,3140000,4,0.0,10
17,2,1,5,1,11,4.3,series B,96,168000,4000000,0,0,0,-207000,-390000,-203000,-381000,3980000,3596000,3954000,3572000,7290000000,3500000,7,-2026.19,9
34,4,1,11,2,8,3.4,series B,55,131000,800000,47000,35000,47000,-114000,-157000,-109000,-147000,675000,527000,560000,413000,99530000000,500000,6,-215.27,7
49,3,1,85,1,6,3.0,series B,43,406000,800000,120000,20000,38000,-198000,-426000,-277000,-867000,654000,1298000,-14000,-1024000,9380000000,500000,10,352.22,12
243,1,3,26,1,3,0.0,series B,3,983000,4100000,15899000,10781000,13913000,1132000,1986000,370000,1275000,15917000,18828000,9972000,16013000,7340000000,4100000,32,-1528.99,7
8,4,1,173,1,10,4.9,series B,76,70000,1150000,86000,159000,65000,-220000,-338000,-217000,-446000,544000,516000,477000,449000,97810000000,600000,11,-541.43,12
15,2,3,35,1,4,4.1,series B,33,359000,650000,22000,1013000,38000,-98000,-118000,-39000,-157000,750000,502000,429000,375000,141830000000,450000,16,-4.46,6
52,3,1,101,1,9,2.0,series B,68,9676,1800000,755000,206000,306000,-94000,-232000,-94000,-224000,338000,1154000,161000,936000,61879999999,500000,7,-9573.42,12
37,4,1,15,1,12,0.0,series B,185,914,1248000,126000,12000,43000,-45000,-88000,-33000,-70000,22000,283000,-16000,213000,204760000000,900000,5,-23204.16,12
116,3,1,29,1,9,0.0,series B,90,66000,2330000,2449000,1169000,1586000,-296000,-468000,-377000,-458000,2151000,2410000,1843000,1392000,14819999999,1850000,11,-2009.09,12
111,5,1,11,1,13,0.0,series B,172,14000,560000,1423000,820000,1091000,33000,14000,47000,31000,397000,625000,206000,254000,229999999,340000,12,-1714.29,10
175,6,3,63,1,9,2.0,series B,128,10000,3400000,621000,13000,139000,-40000,-253000,-16000,-181000,74000,1112000,49000,1069000,25650000000,2000000,4,-10590.0,12
63,4,2,22,1,14,4.7,series B,18,9423,3180000,234000,122000,92000,-66000,-291000,-65000,-283000,508000,243000,492000,209000,5270000000,2560000,6,-2117.98,12
37,3,1,46,1,9,0.0,series B,95,629,1260000,252000,152000,252000,-40000,-115000,-33000,-89000,363000,302000,136000,46000,13730000000,1000000,7,-7213.2,12
61,3,3,29,1,12,2.0,series B,59,20000,6300000,2088000,933000,1099000,4156,18000,5414,1806,357000,1045000,159000,348000,950000000,5000000,11,-1640.0,8
29,5,1,29,1,14,0.0,series B,161,8262,1675000,33000,17000,33000,-75000,-293000,-67000,-289000,464000,188000,446000,156000,16490000000,1100000,11,-1788.16,9
68,5,1,56,1,11,0.0,series B,127,42000,1510000,539000,61000,250000,-132000,-221000,-128000,-220000,236000,1137000,215000,994000,60910000000,1000000,7,-2266.67,8
62,5,3,68,1,8,0.0,series B,53,178000,11670000,284000,3844000,1877000,-1156000,-832000,-439000,1761000,9891000,11532000,6922000,8760000,25650000000,1000000,8,-4821.35,12
89,7,2,52,1,23,2.0,series B,449,17000,4477000,910000,267000,755000,-244000,-661000,-207000,-630000,50000,387000,-19000,317000,16490000000,3100000,7,-1764.71,12
78,3,2,29,1,10,0.0,series B,101,28000,1600000,2740000,1537000,2285000,189000,-409000,233000,-392000,1342000,1619000,1064000,671000,1270000000,1250000,12,-2296.43,10
121,3,1,38,1,7,0.0,series B,60,2372,4800000,3307000,1201000,1994000,141000,-1004000,148000,-1022000,2185000,5448000,1279000,1257000,380060000000,2000000,11,-52893.25,12
81,6,2,78,1,23,2.0,series B,224,190000,1960000,225000,35000,133000,-124000,-524000,-119000,-525000,216000,1155000,199000,654000,34530000000,900000,5,-244.21,4
82,3,3,29,1,11,0.0,series B,184,96000,1550000,1235000,404000,604000,-11000,-139000,2608,-138000,86000,585000,62000,520000,25480000000,1000000,4,-441.67,12
81,4,1,35,1,6,0.0,series B,20,51000,3476000,4567000,1177000,2616000,-261000,-1506000,-305000,-1466000,781000,3917000,454000,2345000,3279999999,36000,11,-4498.04,12
57,7,1,41,1,14,2.0,series B,18,53000,1533000,765000,111000,255000,-207000,-309000,-167000,-188000,338000,877000,213000,624000,6670000000,500000,8,-1077.36,12
52,7,1,13,1,14,0.0,series B,85,8670,2190000,317000,251000,269000,-30000,-289000,-30000,-295000,489000,1135000,283000,988000,21510000000,1300000,8,-11295.62,6
40,3,1,97,3,10,3.0,series B,111,18000,1300000,147000,84000,147000,-142000,-258000,-113000,-192000,109000,931000,97000,904000,27510000000,1000000,7,-4922.22,12
33,3,1,42,1,7,0.0,series B,197,27000,960000,3994,50000,3994,-518000,-257000,-504000,-255000,333000,575000,186000,431000,380060000000,710000,6,-1496.3,7
61,4,1,42,1,13,2.0,series B,204,1535,2070000,614000,132000,614000,-112000,-259000,-92000,-215000,384000,275000,378000,162000,81010000000,1500000,6,-10453.75,7
53,5,1,86,1,6,0.0,series B,34,2289,820000,504000,281000,415000,-91000,-90000,-64000,-15000,229000,255000,132000,116000,380060000000,150000,10,-4967.72,8
122,5,1,127,1,17,0.0,series B,174,82000,6700000,2663000,808000,1955000,-174000,-605000,-213000,-612000,540000,1500000,113000,1207000,380060000000,500000,6,-1371.95,12
63,4,1,38,1,17,0.0,series B,150,74000,1715000,428000,207000,428000,-182000,-266000,-164000,-254000,402000,1433000,269000,1212000,57010000000,1200000,7,-1537.84,12
106,2,1,38,2,7,2.0,series B,271,20000,1130000,927000,575000,927000,-183000,7077,-174000,7903,477000,1314000,259000,1073000,4120000000,900000,10,-5265.0,12
163,3,1,65,1,7,2.4,series B,51,189000,1610000,1415000,909000,1618000,-244000,52000,-309000,38000,599000,1121000,-91000,6743,47960000000,600000,17,96.43,10
4,3,1,433,1,16,0.0,series B,134,5324,1680000,1954000,1313000,1954000,-399000,-1263000,-397000,-1269000,1147000,963000,854000,-203000,380060000000,1200000,6,3912.92,4
67,4,4,45,1,10,0.0,series B,106,17000,760000,646000,69000,233000,-160000,-169000,-152000,-144000,99000,284000,40000,150000,34530000000,310000,5,-782.35,12
48,5,1,11,1,17,3.7,series B,304,972,4150000,147000,43000,114000,-190000,-300000,-149000,-193000,520000,574000,405000,233000,76980000000,3000000,6,-23871.19,10
42,2,0,28,1,2,2.7,series B,2,325000,250000,403000,218000,273000,-89000,-330000,-88000,-523000,635000,2496000,360000,1795000,194880000000,200000,8,-452.31,3
69,3,4,26,1,5,2.3,series B,19,55000,2070000,3204000,1205000,2947000,63000,40000,63000,13000,983000,1925000,447000,930000,34530000000,1350000,9,-1590.91,4
13,8,1,175,1,18,0.0,series B,136,6092,850000,301000,158000,300000,-369000,-650000,-340000,-633000,752000,449000,535000,61000,514289999999,650000,7,-901.31,8
76,3,1,56,1,10,0.0,series B,100,38000,2870000,886000,262000,621000,-237000,-448000,-120000,-448000,518000,979000,403000,784000,80810000000,1780000,8,-1963.16,8
22,3,6,30,1,7,4.3,series B,117,27000,1400000,142000,45000,71000,-82000,-154000,-76000,-150000,140000,1102000,108000,1058000,194880000000,500000,7,-3818.52,10
27,4,1,100,1,8,2.8,series B,120,6194,1430000,203000,94000,186000,-21000,-115000,-15000,-107000,148000,773000,21000,613000,21000000000,1000000,8,-9796.67,12
224,3,9,80,1,5,2.2,series B,5,84000,1200000,3473000,2741000,3276000,128000,83000,75000,379000,2105000,1458000,296000,558000,120000000,850000,23,-564.29,7
27,5,1,86,2,8,3.8,series B,56,228000,3310000,403000,248000,620000,-645000,-596000,-560000,-589000,1418000,1603000,838000,434000,2560000000,1500000,10,-90.35,3
73,4,3,55,1,6,2.0,series B,78,19000,910000,2237000,458000,1148000,13000,35000,27000,29000,194000,408000,69000,303000,17370000000,700000,5,-1494.74,2
58,5,1,54,1,18,2.0,series B,128,12000,3330000,511000,974000,786000,-538000,-137000,-635000,59000,3227000,3907000,1779000,1893000,160000000,1200000,8,-15675.0,7
30,3,1,108,1,5,0.0,series B,19,3387,370000,230000,114000,111000,-57000,-61000,-43000,-40000,122000,89000,111000,70000,27510000000,230000,9,-1966.73,8
96,3,1,43,1,16,0.0,series B,40,374000,3250000,1558000,368000,321000,229000,-190000,195000,-150000,1218000,5360000,805000,2153000,514289999999,1250000,5,-475.67,8
103,2,3,46,1,5,0.0,series B,5,33000,1900000,1417000,691000,1417000,-32000,126000,2140,101000,302000,558000,193000,287000,5940000000,1300000,5,-769.7,7
41,6,0,21,2,10,0.0,series B,90,5252,1120000,53000,14000,53000,-80000,-130000,-48000,-114000,47000,403000,-10000,383000,3640000000,550000,6,-7192.46,5
57,3,1,51,1,9,0.0,series B,58,141000,2600000,400000,429000,450000,-360000,-709000,-363000,-665000,1127000,1838000,672000,1347000,80810000000,2100000,6,-855.32,12
31,4,2,46,2,7,2.0,series B,40,74000,650000,508000,402000,441000,-71000,-58000,-71000,-58000,265000,248000,82000,53000,150000000,350000,9,28.38,12
30,5,0,29,1,13,4.5,pre-IPO,106,117000,4650000,28000,0,28000,-1291000,-1318000,-1673000,-1845000,2148000,848000,-2556000,-4182000,194880000000,1260000,6,3674.36,5
62,3,1,38,1,12,0.0,series C,12,20000,7680000,5400000,3037000,5400000,-15000,392000,-2971,-273000,519000,5796000,-60000,2948000,305080000000,5500000,6,-14640.0,12
52,6,1,52,1,21,0.0,series C,256,681000,6033000,132000,128000,132000,-289000,-501000,-399000,-1315000,1629000,5244000,1594000,5184000,25650000000,4000000,8,-661.23,8
4,11,1,109,1,33,0.0,series F,302,95000,73020000,-107000,951000,-107000,9819,-700,81000,-48000,752000,842000,-1060000,-1100000,34530000000,60000000,10,1257.89,7
117,3,2,30,2,11,3.9,series C,106,433000,3650000,5967000,3225000,5967000,-241000,71000,-467000,8954,5454000,5902000,2482000,2511000,81570000000,2050000,11,-479.91,7
125,3,1,55,1,19,0.0,series C,103,85000,3610000,4513000,2821000,4513000,-200000,-421000,-164000,-400000,1642000,1693000,1142000,741000,380060000000,1600000,5,-771.76,7
473,3,2,5,1,21,2.6,series C,21,180000000,140000000,28775000,8018000,28775000,-10542000,2449000,-10537000,2254000,430000000,1330000000,48882000,170000000,25650000000,1,7,5.56,8
55,4,1,34,2,17,4.6,series D,115,945000,4210000,289000,459000,289000,-1234000,-1633000,-5631000,-1747000,5853000,10528000,5539000,9058000,194880000000,2660000,9,-858.52,7
113,2,0,56,1,7,0.0,pre-IPO,46,3001000,6900000,2444000,2155000,2444000,1620000,1410000,1371000,1636000,2886000,4598000,2427000,3949000,76980000000,3000000,7,-31.59,12
111,4,0,23,1,28,0.0,pre-IPO,229,12000,9570000,390000,140000,390000,-224000,-252000,-669000,-657000,1529000,3856000,-238000,-363000,194880000000,6000000,5,3125.0,12
217,3,1,16,1,3,0.0,pre-IPO,17,1412000,29840000,13152000,1549000,13152000,-613000,-7623000,-453000,-5950000,3111000,24404000,928000,14835000,19620000000,25000000,3,-950.64,9
156,6,1,71,1,21,2.3,pre-IPO,194,349000,3186000,868000,739000,868000,-476000,-531000,-607000,-2447000,1249000,1940000,-911000,-3198000,2510000000,2000000,6,1016.33,12
20,4,1,156,1,10,0.0,series C,297,5463,2230000,225000,194000,225000,-175000,-202000,-157000,-189000,2004000,1761000,1978000,1719000,76980000000,1200000,8,-31366.23,8
78,8,1,54,1,50,0.0,series D,760,6695000,21682000,3250000,2149000,3250000,-594000,-211000,-526000,-463000,966000,999000,-1785000,-2248000,380060000000,3950000,13,133.58,6
1600,5,3,21,1,24,4.0,series C,152,36000,81800000,45900000,25300000,45900000,-1439000,-1527000,-1851000,-2435000,22189000,34482000,16355000,14271000,33760000000,45000000,5,-39541.67,12
52,6,3,25,1,12,0.0,series C,153,21000,1702000,1396000,452000,1396000,-123000,63000,-381000,-27000,465000,1848000,-1995000,610000,81570000000,1000000,9,-2804.76,12
89,4,1,17,1,9,3.1,series C,38,281000,1300000,1300000,934000,1300000,-49000,-22000,-644000,-120000,4541000,5549000,551000,726000,8550000000,200000,23,-158.36,9
1471,3,3,20,1,5,0.0,series C,155,16000,52000000,46128000,33194000,46128000,4557000,5853000,2639000,13021000,49226000,100000000,16798000,47918000,80810000000,20000000,11,-299387.5,8
134,5,1,32,2,18,2.0,series C,589,215000,6440000,2970000,546000,2970000,-63000,60000,-37000,60000,576000,1914000,424000,1591000,25650000000,4700000,8,-640.0,12
2776,13,1,58,3,39,2.0,pre-IPO,256,384000,100000000,150000000,95305000,150000000,-11626000,-21771000,-21301000,-1,58705000,69442000,-53193000,10446000,1500000000000,12000000,8,-2620.31,12
634,8,1,32,1,23,0.0,series D,445,41000,31800000,11762000,7592000,11762000,-1013000,-3853000,-979000,-3775000,18371000,21347000,7153000,3378000,5940000000,23000000,9,-8139.02,10
392,4,1,23,2,20,0.0,series D,497,92000,22590000,2567000,1175000,2567000,-1336000,-3521000,-1302000,-3643000,29924000,17997000,85000,91000,380060000000,17890000,8,1.09,8
287,9,1,46,1,25,0.0,series E,651,66000,12240000,-445000,706000,-445000,-1382000,-1932000,-1496000,-1938000,4025000,3005000,2752000,-843000,6670000000,5000000,11,1377.27,10
854,12,2,29,1,59,3.0,series G,960,3506000,170000000,78075000,38979000,78075000,-7250000,-17962000,-9095000,-21536000,100000000,200000000,40323000,72475000,25650000000,23000000,10,-1967.17,12
161,7,1,32,1,22,3.0,pre-IPO,206,83000,7242000,94000,58000,94000,-182000,-307000,-179000,-313000,563000,1361000,304000,540000,27510000000,3000000,7,-550.6,6
106,6,1,90,2,19,0.0,series D,273,23000,7500000,9633000,6505000,9633000,-783000,-3034000,-775000,-3101000,1584000,3771000,897000,2591,80810000000,3500000,7,88.73,10
124,7,1,41,1,21,2.7,series C,345,32000,4232000,707000,326000,707000,-306000,-549000,-305000,-563000,349000,3137000,111000,2365000,76980000000,2800000,9,-7290.62,12
121,6,2,50,1,29,0.0,series C,655,352,4960000,1518000,1151000,1518000,-425000,-995000,-416000,-998000,778000,2962000,377000,2378000,76980000000,3200000,9,-675468.18,12
299,5,1,44,1,23,0.0,series C,235,8041,22300000,9347000,5261000,9347000,-3835000,-6948000,-3870000,-7221000,2607000,6892000,-1745000,-222000,380060000000,5000000,8,2860.85,10
432,12,4,79,1,30,2.0,series D,254,47000,13390000,13820000,8581000,13820000,-1971000,-5948000,-1947000,-5614000,3447000,8610000,581000,2658000,80810000000,2900000,9,-5555.32,12
154,4,0,36,2,17,0.0,pre-IPO,46,90000,3550000,74000,76000,74000,-152000,-359000,-145000,-361000,149000,936000,10000,748000,76980000000,1300000,8,-731.11,1
550,7,5,27,1,20,3.2,pre-IPO,157,72000,38550000,18545000,15555000,18545000,257000,-2108000,-1481000,-6632000,9121000,8931000,-4960000,-11467000,660000000,30000000,15,16026.39,12
138,12,5,71,1,31,3.9,series D,240,5220,28090000,529000,486000,529000,-1385000,-2493000,-1339000,-4594000,2264000,17734000,2034000,17240000,16490000000,19700000,9,-330168.2,12
144,4,2,26,1,11,0.0,series C,155,60000,4590000,1766000,1143000,1766000,-225000,-507000,-211000,-477000,1309000,4315000,400000,3057000,380060000000,3120000,11,-4995.0,10
572,4,1,69,1,24,2.5,series C,449,16000,12250000,1302000,701000,1302000,-663000,-1363000,-660000,-1391000,1657000,5550000,1143000,2261000,11340000000,4900000,5,-14031.25,7
578,8,6,22,1,14,2.0,series D,159,457000,68850000,370000000,17674000,370000000,8662000,320000000,5719000,2,130000000,1040000000,21367000,320000000,1460000000,50000000,11,-69921.88,12
228,2,1,20,2,3,3.5,pre-IPO,4,57000,1240000,2608000,2782000,2608000,82000,-114000,98000,-21000,2834000,2794000,2072000,2072000,2510000000,440000,23,-3535.09,7
282,1,6,200,1,1,3.0,series C,1,2601000,2000000,815000,2489000,815000,-7124000,-3929000,-1576000,-9408000,46616000,12888000,11284000,3301000,194880000000,2000000,23,-26.91,6
1,1,2,100,1,2,4.2,series C,21,507000,1000000,39000,41000,39000,-39000,39000,-20000,142000,137000,77000,-761000,-618000,380060000000,1000000,11,221.89,6
240,1,1,23,1,1,2.6,series D,1,1395000,4500000,100000000,81015000,100000000,9800000,10664000,3879000,4539000,140000000,140000000,45215000,51317000,25650000000,4500000,25,-3578.64,8
14,1,3,6,1,3,4.0,series D,3,155000,3080000,726000,605000,726000,-25000,24000,-348000,16000,1288000,1449000,928000,944000,59670000000,3080000,20,-509.03,7
24,4,3,16,2,12,0.0,series C,31,1849000,4810000,21000,37000,21000,-440000,-799000,-420000,-1783000,1522000,3985000,745000,10000,194880000000,2700000,5,99.46,12
41,4,3,24,1,8,3.2,pre-IPO,65,485000,2340000,91000,136000,91000,-305000,-455000,-303000,-477000,732000,1385000,234000,847000,194880000000,1000000,13,-74.64,7
52,3,1,43,1,9,2.9,pre-IPO,38,2019000,3330000,1942,0,1942,-343000,-831000,-1619000,-5429000,1532000,2671000,-1725000,-3442000,161390000000,1500000,6,270.48,4
53,4,1,36,1,20,2.8,pre-IPO,58,1577000,2830000,59000,37000,59000,-674000,-987000,-1054000,-778000,405000,1340000,-1501000,-2514000,194880000000,1750000,11,259.42,7
148,4,1,21,2,17,0.0,series D,203,6771000,7720000,8095000,5754000,8095000,-511000,-925000,-3345000,-2114000,3145000,2160000,-5690000,-7750000,24280000000,2400000,11,214.46,12
107,2,2,64,2,9,0.0,series C,9,958000,5400000,20143000,16748000,20143000,2118000,2059000,881000,860000,15484000,31205000,8373000,11707000,24280000000,5150000,8,-1122.03,7
59,1,0,13,1,1,5.3,pre-IPO,1,324000,602000,2527000,2217000,2527000,-48000,-198000,26000,-39000,3214000,4652000,1951000,2996000,194880000000,602000,18,-824.69,8
46,1,3,54,1,1,0.0,pre-IPO,1,12000,350000,1118000,308000,1118000,12000,103000,16000,96000,250000,695000,26000,223000,15410000000,350000,4,-1758.33,7
52,9,2,78,1,24,3.3,series C,201,68000,3770000,410000,309000,410000,-492000,-1039000,-437000,-1006000,1199000,2795000,1126000,2140000,27510000000,2300000,11,-3047.06,12
86,5,2,15,1,16,0.0,series C,252,13000,3550000,515000,264000,515000,-556000,-758000,-552000,-744000,252000,1735000,182000,1637000,40260000000,2200000,7,-12492.31,6
96,8,1,38,2,17,2.5,series D,104,108000,19200000,1335000,237000,1335000,-537000,-1023000,-560000,-1056000,1537000,5195000,19000,88000,160000000,6000000,7,18.52,8
134,5,1,46,1,12,2.0,series C,141,61000,10000000,1291000,349000,1291000,-215000,-927000,-215000,-940000,1140000,1894000,942000,250000,21000000000,1500000,5,-309.84,12
105,7,2,130,1,26,0.0,series D,169,904000,6080000,7080000,3804000,7080000,-1545000,-2480000,-1927000,-12969000,4265000,10009000,-6967000,-3457000,19620000000,380000,12,482.41,10
54,5,1,26,1,17,6.5,series C,165,572000,4000000,1929000,475000,1929000,-343000,303000,-269000,395000,510000,1168000,68000,472000,1460000000,1500000,8,17.48,4
236,4,3,34,2,22,0.0,series C,211,78000,8250000,1798000,774000,1798000,-729000,-1403000,-706000,-1407000,1563000,5966000,1253000,5221000,380060000000,5700000,12,-6593.59,7
93,9,5,59,1,20,0.0,series C,129,7242,5655000,237000,1500,237000,-238000,-317000,-236000,649000,1469000,3691000,1357000,3527000,34530000000,2000000,7,-48602.02,12
230,3,1,25,1,7,2.7,pre-IPO,67,417,2560000,1567000,1445000,1567000,30000,-783000,-412000,-1279000,1283000,1143000,-667000,-1753000,69640000000,2000000,9,420483.69,10
195,3,1,71,1,14,4.0,series D,193,644000,13800000,2495000,1403000,2495000,-1352000,-3933000,-1317000,-3926000,5371000,7996000,4631000,6205000,380060000000,8200000,12,-863.51,10
254,5,1,47,2,10,4.0,series C,67,2155000,3443000,1929000,830000,1929000,-271000,-564000,-420000,-580000,2583000,3383000,-1040000,-595000,116440000000,1500000,8,127.61,10
80,5,1,49,1,13,0.0,series C,154,34000,5800000,1930000,1089000,1930000,-190000,-116300,-185000,-134000,717000,712000,617000,482000,5940000000,1500000,8,-1317.65,12
70,9,2,40,1,14,2.6,series C,147,15000,1550000,162000,123000,162000,-145000,-242000,-142000,-243000,190000,1242000,171000,1214000,5940000000,210000,9,-7993.33,12
259,6,1,29,1,7,0.0,series C,198,20000,10380000,486000,404000,486000,-508000,-898000,-174000,-393000,1765000,2381000,1586000,1194000,514289999999,8500000,14,-5870.0,12
60,7,1,64,1,15,0.0,series D,147,103000,4180000,1627000,1702000,1627000,-505000,-932000,-549000,-908000,1552000,723000,1443000,534000,27420000000,1400000,9,-418.45,7
347,1,1,44,1,2,0.0,series D,16,335000,10000000,2368000,2257000,2368000,-2459000,-2070000,-7236000,-2083000,3786000,8069000,-473000,2751000,160000000,10000000,4,-721.19,6
153,7,6,29,1,14,2.0,pre-IPO,157,350000,5450000,15384000,10992000,15384000,71000,159000,-80000,583000,38000000,49000000,2733000,4705000,81570000000,1500000,17,-1244.29,9
65,6,3,26,1,18,2.7,series C,18,311000,5100000,65000,146000,65000,-177000,-182000,-309000,-202000,455000,2003000,280000,1798000,8808000,2300000,13,-478.14,5
22,3,3,9,1,15,2.0,series C,43,29000,1930000,18000,11000,18000,-236000,-297000,-158000,-198000,969000,797000,711000,512000,77820000000,1020000,6,-1665.52,5
294,1,1,22,1,1,2.0,pre-IPO,2,429000,1500000,3837000,2355000,3837000,-102000,335000,-1043000,-1108000,3236000,3848000,-1178000,-2267000,52320000000,730000,23,628.44,12
104,1,3,50,2,1,0.0,pre-IPO,2,480000,2300000,5962000,3727000,5962000,762000,957000,450000,545000,8959000,10174000,3013000,5545000,305080000000,2300000,13,-1055.21,7
37,7,3,36,1,16,3.7,series C,53,1961000,5629000,125000,125000,125000,-1092000,-1203000,-1227000,-2176000,3530000,2068000,-686000,-2770000,194880000000,700000,8,241.25,7
184,1,1,23,1,2,3.2,pre-IPO,3,1219000,1500000,1790000,1608000,1790000,15000,53000,51000,40000,1333000,1617000,253000,411000,76980000000,1500000,6,66.28,10
81,2,3,23,1,2,3.4,pre-IPO,3,1106000,3900000,295000,201000,295000,-2546000,-1630000,-3092000,-1891000,4677000,3694000,211000,2660000,194880000000,3450000,13,-140.51,6
46,1,1,43,2,2,2.7,pre-IPO,3,109000,1000000,2661000,2138000,2661000,474000,287000,332000,1363000,2368000,5171000,1237000,2869000,77820000000,1000000,15,-2532.11,7
59,5,1,31,1,19,3.5,series C,137,437000,3320000,196000,54000,196000,-446000,-570000,-1010000,-901000,1406000,2370000,63000,1622000,180670000000,2000000,8,-271.17,8
36,3,1,57,1,9,2.6,series C,179,85000,1000000,68000,64000,68000,-121000,-205000,-140000,-189000,712000,793000,618000,766000,11740000000,1000000,10,-801.18,12
21,6,1,32,2,9,0.0,series C,100,240000,2810000,1217000,979000,1217000,-327000,-185000,-964000,-163000,701000,539000,525000,361000,180000000,500000,9,-50.42,10
82,6,1,30,1,13,0.0,series C,93,120000,2750000,3147000,3075000,3147000,-463000,-935000,-438000,-1323000,2736000,1873000,2140000,790000,69640000000,1690000,9,-558.33,12
105,1,1,30,1,1,3.5,series C,1,1257000,700000,3682000,1854000,3682000,-3915000,-1937000,1824000,-5114000,59690000,63686000,53653000,52327000,194880000000,700000,24,-4062.85,6
520,2,1,100,1,2,3.4,series D,2,587000,2140000,21073000,18001000,21073000,1692000,3119000,318000,700000,20961000,22986000,10334000,10303000,420830000000,1640000,21,-1655.2,12
157,1,1,32,1,1,3.4,pre-IPO,1,116000,410000,1931000,1406000,1931000,185000,55000,167000,34000,1771000,2660000,253000,614000,76980000000,410000,15,-429.31,1
3,3,0,321,1,5,2.1,pre-IPO,36,420000,2600000,46000,17000,46000,-400000,-698000,-377000,-1762000,2213000,4194000,-12000,510000,2650000000,900000,6,-21.43,3
79,5,1,100,2,9,0.0,pre-IPO,79,823000,2600000,7065000,6000000,7065000,144000,66000,43000,11000,4209000,5508000,1261000,1953000,2560000000,800000,19,-137.3,5
119,5,1,172,1,21,2.0,series C,182,51000,4100000,1072000,728000,1072000,-279000,-507000,-196000,-708000,652000,1181000,286000,733000,1500000000000,2500000,6,-1337.25,7
61,5,1,34,2,16,2.7,series C,248,82000,2960000,202000,50000,202000,-433000,-535000,-592000,-595000,702000,1172000,108000,612000,81570000000,500000,7,-646.34,4
74,6,1,17,1,24,2.4,pre-IPO,213,257000,4185000,55000,2508,55000,-396000,-669000,-1849000,-5910000,1745000,2058000,-1944000,1871000,180670000000,1315000,7,-628.02,12
77,5,1,53,1,21,3.3,series C,167,2508000,4900000,249000,133000,249000,-425000,-580000,-817000,-1640000,1734000,1424000,-1434000,-3006000,76980000000,3000000,7,219.86,12
114,5,0,24,1,18,3.8,pre-IPO,19,191000,4240000,2485000,496000,2485000,-786000,-490000,-1165000,-666000,1444000,3230000,-4422000,-4957000,10070000000,890000,11,2695.29,6
311,6,1,51,1,21,0.0,series E,167,178000,10900000,8304000,6074000,8304000,-296000,-385000,-2517000,-2329000,31428000,41975000,-522000,-3302000,2130000000,3000000,8,1955.06,10
10,4,3,125,1,9,2.7,series C,23,127000,1610000,20000,9567,20000,-146000,-213000,-165000,-240000,213000,1106000,-241000,366000,25650000000,500000,7,-188.19,7
212,4,1,33,1,5,2.0,series C,34,187000,7903000,6134000,5940000,6134000,-72000,542000,-311000,621000,2186000,3285000,428000,989000,660000000,2400000,11,-428.88,12
610,5,4,18,1,9,0.0,series C,33,2251000,15500000,11594000,5724000,11594000,23000,779000,106000,-3235000,16740000,38723000,6801000,22840000,210000000,2000000,11,-914.66,6
